Àmbit;Dimensió;Centre_Territori;Granularitat;Indicador;Sexe;Grup_edat;Any;Resultat;Catalunya;RaO O_E;IC inferior;IC superior
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;65-74;2024;100;86.1;1.15;0.524;2.182
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;85+;2024;100;81.29;1.2;0.741;1.831
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;85+;2024;100;81.35;1.2;0.684;1.945
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;85+;2024;100;81.2;1.2;0.386;2.795
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;45-64;2024;100;86.88;1.18;0.474;2.436
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;45-64;2024;100;86.88;1.18;0.474;2.436
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;45-64;2024;100;86.88;1.18;0.629;2.021
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;45-64;2024;100;86.39;1.18;0.629;2.021
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;45-64;2024;100;86.88;1.18;0.318;3.026
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;45-64;2024;100;86.39;1.18;0.509;2.329
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;45-64;2024;100;86.64;1.18;0.381;2.758
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;45-64;2024;100;86.64;1.18;0.661;1.95
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;45-64;2024;100;86.39;1.18;0.432;2.572
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;45-64;2024;100;86.64;1.18;0.711;1.846
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;45-64;2024;100;86.64;1.18;0.722;1.825
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;75-84;2024;100;83.94;1.18;0.809;1.651
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;75-84;2024;100;83.61;1.18;0.671;1.908
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;75-84;2024;100;83.8;1.18;0.869;1.554
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;Total;2024;100;84.69;1.13;0.913;1.379
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;75-84;2024;100;83.61;1.13;0.838;1.498
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;75-84;2024;100;83.94;1.13;0.905;1.401
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;75-84;2024;100;83.8;1.13;0.949;1.342
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;45-64;2024;100;86.88;1.13;0.305;2.902
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;45-64;2024;100;86.39;1.13;0.305;2.901
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;45-64;2024;100;86.64;1.13;0.488;2.233
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;85+;2024;100;81.2;1.27;0.342;3.251
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;85+;2024;100;81.2;1.21;0.389;2.819
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;85+;2024;100;81.2;1.27;0.608;2.335
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;85+;2024;100;81.29;1.27;0.608;2.336
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;85+;2024;100;81.35;1.27;0.608;2.336
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;45-64;2024;100;86.39;1.11;0.53;2.035
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;85+;2024;100;81.35;1.27;0.464;2.765
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;85+;2024;100;81.29;1.21;0.703;1.934
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;Total;2024;100;84.69;1.21;0.882;1.63
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;Total;2024;100;84.66;1.21;0.993;1.47
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;Total;2024;100;84.69;1.21;0.892;1.604
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;85+;2024;100;81.35;1.21;0.623;2.11
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;65-74;2024;100;86.1;1.19;0.682;1.939
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;85+;2024;100;81.35;1.27;0.726;2.063
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;65-74;2024;100;85.72;1.19;0.765;1.777
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;65-74;2024;100;85.72;1.19;0.729;1.844
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;65-74;2024;100;85.88;1.19;0.871;1.598
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;65-74;2024;100;85.88;1.19;0.836;1.653
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;65-74;2024;100;86.1;1.19;0.719;1.865
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;65-74;2024;100;86.1;1.19;0.739;1.825
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;65-74;2024;100;85.72;1.14;0.781;1.613
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;85+;2024;100;81.35;1.27;0.676;2.172
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;85+;2024;100;81.2;1.27;0.675;2.172
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;85+;2024;100;81.29;1.27;0.656;2.219
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;75-84;2024;100;83.8;1.23;0.97;1.532
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;75-84;2024;100;83.8;1.23;0.967;1.536
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;75-84;2024;100;83.8;1.23;0.895;1.642
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;75-84;2024;100;83.8;1.23;0.919;1.606
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;75-84;2024;100;83.61;1.23;0.828;1.752
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;75-84;2024;100;83.61;1.23;0.864;1.692
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;75-84;2024;100;83.61;1.23;0.727;1.94
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;75-84;2024;100;83.61;1.23;0.769;1.858
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;75-84;2024;100;83.94;1.23;0.905;1.628
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;75-84;2024;100;83.94;1.23;0.873;1.678
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;75-84;2024;100;83.94;1.23;0.809;1.786
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;75-84;2024;100;83.94;1.23;0.834;1.742
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;85+;2024;100;81.2;1.16;0.633;1.943
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;85+;2024;100;81.29;1.27;0.829;1.861
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;85+;2024;100;81.29;1.27;0.829;1.861
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;75-84;2024;100;83.61;1.17;0.769;1.697
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;Total;2024;100;84.69;1.17;0.804;1.641
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;Total;2024;100;84.69;1.22;0.963;1.516
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;Total;2024;100;84.66;1.22;1.004;1.457
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;Total;2024;100;84.64;1.22;0.929;1.561
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;Total;2024;100;84.64;1.22;0.946;1.545
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Total;45-64;2024;100;86.64;1.11;0.735;1.599
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Dona;45-64;2024;100;86.88;1.11;0.655;1.749
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per cataractes en temps de garantia;Home;65-74;2024;100;86.1;1.11;0.68;1.72
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;65-74;2024;100;66.97;1.4;0.018;7.789
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;85+;2024;100;67.33;1.4;0.018;7.804
Atenció Hospitalària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Total;85+;2024;100;68.12;1.4;0.018;7.804
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Total;85+;2024;100;68.12;1.49;0.019;8.282
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Total;85+;2024;100;68.12;1.48;0.019;8.256
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Total;85+;2024;100;68.12;1.48;0.019;8.256
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Dona;85+;2024;100;68.57;1.48;0.019;8.256
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Dona;85+;2024;100;68.57;1.48;0.019;8.256
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Dona;85+;2024;100;68.57;1.48;0.019;8.256
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;45-64;2024;100;68.89;1.51;0.02;8.403
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;75-84;2024;100;65.59;1.51;0.02;8.393
Atenció Hospitalària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;65-74;2024;100;66.97;1.5;0.02;8.363
Atenció Hospitalària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;65-74;2024;100;66.97;1.5;0.02;8.363
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;65-74;2024;100;66.97;1.5;0.02;8.363
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;85+;2024;100;67.33;1.49;0.167;5.374
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;75-84;2024;100;65.59;1.51;0.169;5.446
Atenció Hospitalària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Dona;45-64;2024;100;65.5;1.5;0.168;5.407
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;45-64;2024;100;68.89;1.51;0.304;4.413
Atenció Hospitalària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;45-64;2024;100;68.89;1.41;0.283;4.107
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Dona;45-64;2024;100;65.5;1.51;0.303;4.399
Atenció Hospitalària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Dona;45-64;2024;100;65.5;1.51;0.303;4.399
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;65-74;2024;100;66.97;1.5;0.302;4.392
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Home;75-84;2024;100;65.59;1.51;0.303;4.407
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Total;85+;2024;100;68.12;1.49;0.299;4.345
Atenció Hospitalària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones intervingudes per pròtesi de genoll en temps de garantia;Dona;65-74;2024;100;67.69;1.5;0.403;3.836
